id,ret
57,"可以申请售后。建议您尽快操作，并保留好相关凭证：

1. **先不要丢弃商品、外包装、快递面单和填充物**。  
2. **拍照/录像取证**：包括商品损坏位置、外包装破损情况、快递面单、整体包装等。  
3. 进入订单页面点击 **“申请售后/退换货”**，选择“商品破损/运输损坏”等原因，上传凭证。  
4. 如系统需要，也可以联系在线客服协助登记，我们会根据凭证与物流情况核实处理。

即使没有当场验货，只要在售后时效内并能提供有效凭证，通常仍可申请处理。建议越早提交越好。"
58,"您好，给您带来不好的体验非常抱歉。若商品实际功能与详情页描述不一致（如标称支持无线充电但实际不支持、续航明显不符），经核实属于商家/商品描述问题的，一般可以为您办理退货退款；由此产生的退回运费通常由责任方承担。

关于您提出的赔偿诉求，我们会同步提交平台/商家核实处理，是否赔偿及赔偿标准需根据商品页面描述、检测结果、平台规则及相关规定判断，无法在未核实前直接承诺。

建议您先这样操作：  
1. 在订单页面申请【退货退款】，原因选择“商品与描述不符/功能不符”；  
2. 上传证据：详情页标注支持无线充电/续航的截图、商品实际不支持无线充电的视频或照片、续航测试情况说明；  
3. 保留商品、包装、配件、赠品齐全，避免影响退货处理；  
4. 如商家拒绝或处理不一致，您可以申请平台介入，我们会协助核实。

您也可以把订单号和相关凭证发来，我帮您进一步查看处理进度。"
64,"""使用吹风机时，人员需配备/佩戴：合格的听力防护装备、合格的眼部防护装备；多尘环境中需佩戴面罩；穿防滑鞋底的工作靴或工作鞋；并配备急救箱。<PIC>"", [""Manual04_3""]"
65,"""操作吹风机时应注意：佩戴合格听力、眼部防护装备，多尘环境戴面罩，穿防滑工作靴/鞋，并备急救箱；操作前阅读并理解说明书，勿穿宽松衣物、围巾或项链，长发需束起；饮酒、服药后或疲劳时不得操作，未成年人禁止操作；作业区10米内不得有无关人员和动物，严禁喷口对准人或动物；防护装置缺失、检修盖未关闭/损坏/无法闭合时不得操作；安装或拆卸配件前、加油前必须关闭发动机；不得在通风不良空间、室内或易燃材料附近启动/操作，注意消音器和排气口高温及火灾风险，避免身体接触；不得站在梯子或支架上操作；按要求用肩带固定设备；吹扫时避免对墙壁、车辆等固定物体吹扫，角落作业从角落向中心吹，勿对准娇嫩植物，并留意儿童、宠物、敞开窗户和刚清洗车辆。"", []"
66,"""化油器有 H（高速油针）、L（低速油针）、T（怠速调节螺钉）三处调节。<PIC> 顺时针旋入 H/L 会使混合气变稀、转速升高；逆时针旋出会使混合气变浓、转速降低。T 顺时针旋入怠速升高，逆时针旋出怠速降低。调节步骤：先确认吹风管和喷口已装好，将 H、L 逆时针旋至限位终点；启动后以怠速和半油门交替运转 1–2 分钟预热；调 T 使发动机稳定怠速且不过高；微调 L 至最大怠速后再逆时针旋出最多 1/4 圈；调 H 时全油门，调至最大转速后再逆时针旋 1/8 圈（受限位限制则小于 1/8 圈）。注意不要拆除 H、L 油针限位装置；调 H 时全油门最长 10 秒，之后至少怠速 10 秒。"", [""Manual04_42""]"
67,"""冷机启动步骤：将停机开关调至启动位置；将阻风门控制器调至阻风门位置（A）；反复按压泵油膜片直至燃油充满膜片（无需完全充满）。<PIC>左手将机身按压在地面，右手缓慢拉启动绳至有阻力后快速用力拉动；发动机点火后立即按下阻风门控制器并重复操作至启动。启动后迅速全开油门，启动油门会自动解除。注意：切勿用脚踩压机身，切勿完全拉出启动绳或在完全拉出时松手。<PIC>"", [""Manual04_25"", ""Manual04_28""]"
68,"""热机启动：将停机开关调至启动位置；将阻风门控制器先调至阻风门位置，再转回原位（B），只启用启动油门、不使用阻风门；反复按压泵油膜片至燃油充满膜片（无需完全充满）。<PIC> 左手将机身按压在地面，右手缓慢拉启动绳至有阻力后快速用力拉动；发动机启动后迅速全开油门，启动油门自动解除。<PIC>"", [""Manual04_27"", ""Manual04_28""]"
69,"""将停止开关拨到 STOP 位置，即可关闭发动机。"", []"
70,"""空调主要包括室内机和室外机。室内机部件包括：进风口、前格栅、空气滤网、3M 多重防护滤网（可选）、等离子滤网、导风板、出风口、开/关键、信号接收器、操作指示灯。<PIC> 室外机部件包括：进风口、出风口、底板、制冷剂管、排水管、连接线。<PIC>"", [""Manual01_0"", ""Manual01_1""]"
71,"""查看无线遥控器示意图：按键位于遥控器的控制面板区域，附加功能的按键位于遥控器盖板下方。<PIC>"", [""air_conditioner_01""]"
72,"""使用前请安装 7 号电池：1. 取下电池盖。<PIC> 2. 装入新电池，确保正、负极安装正确。<PIC> 3. 重新装上电池盖。注意不要混用不同型号电池或新旧电池；若遥控器显示屏变暗，请更换电池。"", [""Manual01_2"", ""Manual01_3""]"
73,"""将遥控器支架安装在无阳光直射的位置：1. 选择安全且便于取用的位置。2. 用螺丝刀将两颗螺丝拧紧，固定支架。<PIC> 3. 将遥控器滑入支架中。<PIC>"", [""Manual01_4"", ""Manual01_5""]"
74,"""可使用“极速制冷/制热模式”：先按开/关键开启电源，再按“极速键”。<PIC> 极速制冷时，空调以18℃强风出风30分钟；极速制热时，以30℃强风出风30分钟。注意：循环、自动或自动转换模式下无法使用，部分机型不支持。"", [""Manual01_16""]"
75,"""制冷和除湿运行时，可使用自清洁功能去除室内机内部水汽。按下“自清洁”键，显示屏会显示自清洁标识 <PIC>。若关闭电源，风扇将继续运行 30 分钟，对室内机内部进行清洁。自清洁运行时，部分按键无法使用。"", [""Manual01_17""]"
76,"""使用等离子净化功能：按下开/关键开启电源，然后按下等离子键，显示屏会显示等离子标识。<PIC>\n注：无需开启空调，直接按下等离子键也可使用；运行时等离子灯和制冷灯会同时亮起；部分机型不支持此功能。"", [""Manual01_18""]"
77,"""单冷型空调开启自动运行模式：1. 按下开/关键开启电源；2. 反复按下模式键，选择自动运行模式；3. 若当前温度高于或低于所需温度，按上升/下降键选择所需运行代码。此模式下风扇转速和温度会根据室内温度自动调节。<PIC>"", [""Manual01_19""]"
78,"""自动转换运行会自动切换运行模式，将设定温度的波动控制在 2℃ 以内。使用方法：1. 按下开/关键开启电源；2. 反复按下模式键，选择自动转换运行模式，显示屏会显示对应标识 <PIC>；3. 按上升/下降键设置所需温度，范围为 18℃（64℉）-30℃（86℉）；4. 反复按下风速键选择风扇转速。注：部分机型不支持此功能。"", [""Manual01_20""]"
79,"""开启节能制冷模式：1. 按下开/关键开启电源；2. 反复按下模式键，选择制冷模式；3. 按下节能键，显示屏上会显示节能标识。<PIC> 注：部分机型不支持此功能。"", [""Manual01_21""]"
80,"""遥控器无法使用时，可通过室内机开/关键操作空调：1. 打开前盖板，轻轻掀起盖板两侧。<PIC> 2. 按下开/关键。<PIC> 此时风扇转速默认设为高速。冷暖型机型会根据室内温度自动切换运行模式 <PIC>；单冷型机型温度默认设为 22℃（71.6℉）。"", [""Manual01_22"", ""Manual01_23"", ""Manual01_24""]"
